"peak","gene","score"
"chr16-84983158-84984052","CRISPLD2",0.0707394765119373
"chr17-8412698-8413571","PER1",0.0707370558460043
"chr19-20565360-20566185","ZNF626",0.0707349748869685
"chr19-51811086-51811982","SIGLEC14",0.0707232968937553
"chr19-54606159-54606743","LILRA5",0.0707124957361204
"chr6-43322188-43323060","ZNF318",0.0707024956748753
"chr17-7122334-7123071","XAF1",0.0706973142990067
"chr10-32980280-32981160","ITGB1",0.0706936488028219
"chr1-178795799-178796679","ANGPTL1",0.0706883244976652
"chr3-122002799-122003645","EAF2",0.0706859992167433
"chr11-65639407-65640228","SLC25A45",0.0706856445883069
"chr11-9038457-9039170","DENND5A",0.0706846419921735
"chr19-35210486-35211335","GRAMD1A",0.0706837930370961
"chr1-13642437-13643306","PRDM2",0.0706799392851919
"chr10-62046211-62046990","ARID5B",0.0706791221094809
"chr2-109127857-109128677","SH3RF3",0.0706764166522248
"chr15-90883971-90884859","IQGAP1",0.0706742681203737
"chr9-133945056-133945953","VAV2",0.0706735861022407
"chr7-106022037-106022979","CDHR3",0.0706711577779714
"chr12-106303075-106303858","TCP11L2",0.0706623024744765
"chr2-38178749-38179592","CYP1B1",0.0706597809438815
"chr12-52186005-52186889","NR4A1",0.0706548766544793
"chr8-26609215-26610124","BNIP3L",0.0706497090407803
"chr12-54306977-54307800","ZNF385A",0.0706490326875896
"chr2-241095356-241096252","SNED1",0.0706468321039708
"chr13-95603854-95604798","CLDN10",0.0706425231370458
"chr19-2485864-2486723","DIRAS1",0.0706396708451651
"chr9-98240071-98240895","TBC1D2",0.0706358811361625
"chr6-6800417-6800983","F13A1",0.0706299764136107
"chr17-19544635-19545523","AC007952.4",0.0706165604387355
"chr19-47663867-47664797","DHX34",0.0706134058477789
"chr6-127855437-127856215","THEMIS",0.0706130966401069
"chr10-17816005-17816838","MRC1",0.0706019237919077
"chr18-32040643-32041513","RNF125",0.0705990686247597
"chr13-41463060-41463882","VWA8",0.0705987245618449
"chr8-133498176-133498947","ST3GAL1",0.0705983252028529
"chr9-95724298-95725211","PTCH1",0.0705716095086105
"chr15-90046826-90047639","SEMA4B",0.0705712520170503
"chr17-8162520-8163409","CHD3",0.0705661731938027
"chr17-68035192-68036032","BPTF",0.0705644143072807
"chr2-203986930-203987762","CD28",0.070563383003953
"chr3-38311191-38312074","MYD88",0.0705459128242932
"chr18-22939153-22940046","RBBP8",0.070541611637335
"chr22-45287699-45288600","KIAA0930",0.0705355044831576
"chr19-16118285-16119129","HSH2D",0.0705327870195846
"chr2-213153461-213154284","IKZF2",0.0705191216734085
"chr12-118135677-118136539","PEBP1",0.0705190213854827
"chr8-78444831-78445734","PKIA-AS1",0.070517093668845
"chr1-205285666-205286353","NUCKS1",0.0705118876660434
"chr16-67244198-67245067","ATP6V0D1",0.0705020992484389
"chr16-56194078-56194977","GNAO1",0.0704981357738709
"chr1-182594362-182595160","GLUL",0.07049448790066
"chr19-16896816-16897684","CPAMD8",0.0704930055078788
"chr7-150755213-150756128","GIMAP1",0.0704791331790126
"chr9-124197099-124198021","NEK6",0.0704781134583957
"chr7-129146269-129147187","TSPAN33",0.0704711910071271
"chr5-78727671-78728607","LHFPL2",0.0704657510086832
"chr5-180832510-180833226","RACK1",0.070459180429323
"chr16-695025-695880","LMF1",0.0704537296142143
"chr12-9647708-9648631","KLRF1",0.0704519587416942
"chr1-24415211-24416126","SRSF10",0.070450820626182
"chr1-203626322-203627094","ATP2B4",0.0704500246193102
"chr12-123120460-123121272","HIP1R",0.0704473786038226
"chr12-102010005-102010877","CHPT1",0.0704385148221768
"chr1-12152997-12153892","TNFRSF8",0.0704349335714929
"chr6-161273684-161274474","AGPAT4",0.0704278279029989
"chr19-41966858-41967755","POU2F2",0.0704270553590004
"chr2-54634540-54635400","EML6",0.0704254923802
"chr11-45028938-45029760","CD82",0.070419159629851
"chr14-91405032-91405961","CCDC88C",0.0703944200072223
"chr12-8989220-8990090","PZP",0.070381830753842
"chr7-2838727-2839603","AMZ1",0.0703777155567075
"chr19-54906929-54907659","LAIR2",0.0703710035697892
"chr17-64337490-64338247","PECAM1",0.0703697037455932
"chr8-27378440-27379333","EPHX2",0.0703693421109427
"chr19-18022002-18022704","IFI30",0.0703684943799609
"chr2-191206347-191207283","AC067945.4",0.0703676249528848
"chr9-33043910-33044813","B4GALT1",0.0703608680381784
"chr19-4104632-4105493","TMIGD2",0.0703593051683894
"chr1-53413077-53414000","ECHDC2",0.0703592224445115
"chr11-59096901-59097743","GLYATL1",0.0703550991376019
"chr1-111733144-111733952","RAP1A",0.0703504303198694
"chr1-201715571-201716409","RNPEP",0.0703445241177229
"chr1-11335178-11336096","DRAXIN",0.0703392636344796
"chr3-172129818-172130450","PLD1",0.0703392014141635
"chr15-66372726-66373525","SMAD6",0.0703354353492179
"chr19-51408710-51409504","SIGLEC10",0.0703353781409378
"chr8-143461683-143462523","EEF1D",0.0703327010095532
"chr9-72396439-72397321","LINC01504",0.0703314860533673
"chr2-100653411-100654326","NPAS2",0.0703303130869833
"chr12-66964340-66965233","GRIP1",0.070326309190276
"chr3-113985287-113986166","ZDHHC23",0.0703253267594037
"chr2-166449174-166449983","SCN9A",0.0703168273886488
"chr5-139651623-139652466","MZB1",0.0703165228982541
"chr19-53849030-53849854","MBOAT7",0.0703140967761248
"chr6-32437089-32438003","HLA-DOB",0.0703017152766131
"chr6-38154905-38155820","ZFAND3",0.0702989574128223
"chr11-66257054-66257926","CCDC85B",0.0702892217433577
"chr15-89132644-89133499","ABHD2",0.070285229048522
"chr19-1266348-1267147","TCF3",0.0702830322483112
"chr5-177416012-177416883","PDLIM7",0.0702828650721221
"chr3-56694797-56695604","ARHGEF3",0.0702773182853596
"chr6-17987349-17988262","KDM1B",0.0702705237089
"chr3-49345874-49346625","RHOA",0.0702638687392877
"chr12-121087528-121088372","CAMKK2",0.0702603504906925
"chr4-38782579-38783455","TLR10",0.0702547076633017
"chr5-175694229-175695088","HRH2",0.0702544344037164
"chr3-5185785-5186468","ARL8B",0.0702525795259705
"chr19-19598591-19599402","ZNF101",0.0702498357258828
"chr6-26157556-26158476","HIST1H4C",0.0702494460355326
"chr19-49568921-49569695","FLT3LG",0.0702414898418847
"chr6-181141-181853","IRF4",0.0702328126432276
"chr9-129776905-129777828","GPR107",0.0702270124626672
"chr2-38174387-38175239","CYP1B1",0.0702259863433795
"chr10-6188260-6189155","PFKFB3",0.0702163450879439
"chr6-118709826-118710519","CEP85L",0.0702125659318554
"chr15-78988305-78989212","CTSH",0.070201993226794
"chr1-20576227-20576967","CDA",0.0701862018391732
"chr11-14698534-14699429","PSMA1",0.0701837134132415
"chr8-94978615-94979471","TP53INP1",0.070181431900817
"chr7-75971693-75972714","HIP1",0.0701780641802524
"chr19-54312395-54313201","MBOAT7",0.0701752054397997
"chr4-473744-474600","ZNF721",0.0701733490363485
"chr15-98800892-98801656","IGF1R",0.0701694587928925
"chr11-59058138-59059046","GLYATL1",0.0701580460318157
"chr16-85309645-85310489","C16orf74",0.0701576876335383
"chr19-6515852-6516544","RFX2",0.0701542289222945
"chr3-151169526-151170314","P2RY13",0.0701504869431643
"chr17-5418526-5419207","NUP88",0.0701496569890062
"chr21-44878296-44879061","ITGB2",0.0701440278200459
"chr4-24979554-24980345","CCDC149",0.0701422857656332
"chr1-184386647-184387285","COLGALT2",0.0701410449169552
"chr1-150579232-150580124","MCL1",0.070140578638719
"chr13-110521828-110522611","RAB20",0.0701403994324963
"chr3-50620209-50621200","GNAI2",0.0701401922455341
"chr16-50696411-50697286","NOD2",0.0701377782067483
"chr19-58154707-58155586","ZSCAN18",0.0701311403567058
"chr17-5164171-5165072","CXCL16",0.0701309033814951
"chr22-39464992-39465918","MGAT3",0.0701297224369882
"chr22-29083615-29084508","KREMEN1",0.0701291874004967
"chr5-139651623-139652466","CXXC5",0.0701289707918749
"chr5-1501760-1502614","LPCAT1",0.0701285901076323
"chr15-59371811-59372308","MYO1E",0.0701272625493282
"chr19-54451044-54451948","LILRA1",0.0701264942873279
"chr2-61538074-61539015","XPO1",0.0701166073766822
"chr18-12308365-12308985","CHMP1B",0.0701148902178323
"chr12-28799898-28800771","FAR2",0.070114882945013
"chr12-27331047-27331916","STK38L",0.0701115089212097
"chr10-14586703-14587478","FAM107B",0.0701011752587652
"chr2-9539130-9539930","ADAM17",0.0700953390313807
"chr10-88851457-88852309","IFIT3",0.0700911659485867
"chr2-181406879-181407804","ITGA4",0.0700866406316341
"chr11-14324806-14325664","RRAS2",0.0700855223505609
"chr4-76381854-76382779","NAAA",0.070082046471221
"chr2-174778216-174779120","GPR155",0.0700673230286931
"chr11-60170426-60171225","STX3",0.0700619768947099
"chr9-124267116-124268004","NEK6",0.0700603841221375
"chr22-41883608-41884475","SREBF2",0.0700599314492148
"chr15-59250937-59251748","MYO1E",0.0700488137831891
"chr5-124599290-124600170","ZNF608",0.0700369517944073
"chr1-2234162-2235035","NADK",0.070015250064826
"chrX-2928420-2929275","DHRSX",0.0700120446757567
"chr11-14778080-14778846","PSMA1",0.0700107682366883
"chr14-76768052-76768969","VASH1",0.0700070382708964
"chr20-50308288-50309209","SLC9A8",0.0700042302209372
"chr2-204108082-204108944","ICOS",0.0700007085482155
"chr11-85827423-85828322","SYTL2",0.0700001773580418
"chr3-193893830-193894710","HES1",0.0699995180682101
"chr2-152070780-152071647","FMNL2",0.0699935705228863
"chr7-32905106-32905955","BBS9",0.0699934067720127
"chr2-213001068-213001960","IKZF2",0.0699901056142846
"chr8-23454719-23455568","CHMP7",0.0699872328084235
"chr17-1586810-1587718","SCARF1",0.069986526175239
"chr11-61912283-61913173","BEST1",0.0699855647114275
"chr10-62183187-62184096","RTKN2",0.0699814343784703
"chr11-59076886-59077705","GLYATL1",0.0699809276961019
"chr6-148367297-148368227","SASH1",0.0699788455962451
"chr19-10780085-10780979","C19orf38",0.0699783309932437
"chr9-113516878-113517777","RGS3",0.0699773937036674
"chr20-49793447-49794212","CEBPB",0.0699754423915997
"chr12-10358749-10359496","KLRC1",0.0699702335806687
"chr17-83125319-83126217","METRNL",0.0699658343735866
"chr11-61814890-61815772","BEST1",0.0699645057644665
"chr1-226127437-226128342","PARP1",0.0699589140849225
"chr9-117782707-117783526","TLR4",0.0699583269222818
"chr22-33920662-33921525","LARGE-AS1",0.0699581773542399
"chr9-133844123-133844688","RXRA",0.0699506070227491
"chr1-186618138-186618999","PTGS2",0.0699371063627185
"chr4-39626010-39626867","SMIM14",0.0699306331398811
"chr2-27489363-27490267","OST4",0.0699253794117802
"chrX-16484042-16484922","SYAP1",0.0699247979183146
"chr6-35690959-35691838","MAPK14",0.0699246222715181
"chr1-8983353-8984200","CA6",0.0699242711645792
"chr15-92803677-92804556","LINC01578",0.0699222137989865
"chr19-52745668-52746575","ZNF600",0.0699147819618381
"chr12-10497360-10498251","KLRC2",0.0699127655047375
"chr12-8513127-8513970","LINC00937",0.0698975298625664
"chr19-44765361-44766264","BCL3",0.0698843677348844
"chr6-26026868-26027636","BTN3A2",0.069883468204903
"chr20-1946458-1947282","NSFL1C",0.0698817990241913
"chr16-88619691-88620599","APRT",0.0698813196389765
"chr22-38964697-38965326","APOBEC3A",0.0698813059269992
"chr20-50259942-50260303","CEBPB",0.0698812631590782
"chr3-108822098-108822957","TRAT1",0.0698811952157223
"chr16-3789418-3790277","NLRC3",0.0698806663864339
"chr8-28317028-28317888","PNOC",0.0698713215875265
"chr13-110869912-110870741","RAB20",0.0698699401527142
"chr5-177462007-177462910","DOK3",0.069864631792184
"chr16-67393087-67393976","ZDHHC1",0.0698631808685412
"chr3-50254648-50255537","MAPKAPK3",0.069860969014788
"chr2-226908943-226909824","COL4A4",0.0698488621844095
"chr7-22447507-22448267","AC002480.2",0.0698453114762366
"chr10-6266983-6267888","PFKFB3",0.06983746894641
"chr7-2838727-2839603","GNA12",0.0698286630404661
"chr17-1362701-1363475","ABR",0.0698228518516284
"chr14-104647396-104648314","PLD4",0.0698187381968613
"chr12-121451862-121452627","CAMKK2",0.0698166007467044
"chr19-51138327-51139110","SIGLEC9",0.0698042457217386
"chr8-125410403-125411291","TRIB1",0.0698021788909096
"chr10-90051054-90051919","LINC01375",0.0697993907375952
"chr2-28715974-28716829","PLB1",0.0697968548934639
"chr9-133792756-133793663","VAV2",0.0697878548498991
"chr2-8168152-8168993","U91324.1",0.0697877904677573
"chr17-47829609-47830453","MRPL10",0.0697796251987983
"chr9-113580368-113581210","FKBP15",0.0697766627497056
"chr11-117951118-117951970","KMT2A",0.0697717900606023
"chr1-17398090-17398952","ARHGEF10L",0.0697644557699246
"chr12-6383621-6384537","TNFRSF1A",0.0697604956910097
"chrX-1279310-1280160","IL3RA",0.0697537068573166
"chr7-2119934-2120823","CHST12",0.0697535075752477
"chr1-157154622-157155421","ARHGEF11",0.0697452319617533
"chr2-181790691-181791416","AC020595.1",0.0697435474126195
"chr6-26284960-26285897","BTN3A2",0.0697433245978598
"chr14-75301485-75302380","LINC01220",0.0697402458284066
"chr3-58196203-58197102","DNASE1L3",0.0697393626895202
"chr7-150489516-150490401","TMEM176A",0.0697223503178141
"chr6-42387083-42387970","TRERF1",0.0697172932600525
"chr12-56320751-56321655","RBMS2",0.0697142507355516
"chr17-35849252-35850124","CCL5",0.06970186856037
"chr8-6717901-6718803","AGPAT5",0.0697011917334057
"chr1-64506181-64506789","CACHD1",0.0696986099608885
"chr17-28982055-28982949","NUFIP2",0.069696589674986
"chr14-105711442-105712284","FAM30A",0.0696965861897042
"chr6-33570693-33571643","ITPR3",0.069689793618332
"chr11-95715565-95716488","SESN3",0.0696844018137659
"chr9-96015861-96016772","HABP4",0.0696809399610445
"chr6-34663503-34664379","ANKS1A",0.0696794451947407
"chr19-44741570-44742462","RELB",0.0696766177076792
"chr19-934663-935564","CFD",0.0696693268960449
"chr2-8345958-8346867","U91324.1",0.0696658047278722
"chr13-110954901-110955746","RAB20",0.0696561829895043
"chr7-150714904-150715600","GIMAP7",0.0696515323747591
"chr7-102306689-102307594","ORAI2",0.0696432936664425
"chr17-75570936-75571856","H3F3B",0.0696307065096847
"chr5-56588604-56589514","MAP3K1",0.0696306780004861
"chr14-97974524-97975286","LINC01550",0.069630202126341
"chr3-58355068-58355750","PXK",0.0696226952684824
"chrX-79095958-79096888","ITM2A",0.0696149755445609
"chr12-104669656-104670585","SLC41A2",0.0696102576615663
"chr2-204015154-204016031","CTLA4",0.0695993155765999
"chr22-17647865-17648489","BID",0.069599210002084
"chr2-65017028-65017712","ACTR2",0.0695925012653042
"chr11-73289082-73289901","ARAP1",0.0695917788902063
"chr10-61943497-61943909","ARID5B",0.0695913002731594
"chr18-3593700-3594590","MYL12B",0.0695900290620384
"chr20-1888863-1889766","SIRPA",0.0695896020289681
"chr17-27332494-27333394","KSR1",0.0695841758897447
"chr4-108355329-108356213","RPL34-AS1",0.0695813569339142
"chr10-12077599-12078487","CAMK1D",0.0695807902813739
"chr10-95266433-95267335","PDLIM1",0.069580664730132
"chr17-82126428-82127353","CCDC57",0.0695802521852036
"chr13-99434138-99435051","GPR183",0.0695791440079238
"chr5-134086685-134087592","JADE2",0.0695768990100327
"chr2-113083007-113083859","IL1B",0.0695723945531103
"chr15-93986826-93987697","MCTP2",0.069559457069489
"chr2-177239675-177240579","NFE2L2",0.0695558536045756
"chr19-17091511-17092320","MYO9B",0.0695486872425569
"chr11-72584118-72585012","ATG16L2",0.0695412619105304
"chr16-4405192-4406058","CORO7",0.0695338567337885
"chr2-8481266-8482071","LINC00299",0.069532768156384
"chr1-27133729-27134636","WASF2",0.0695306932828244
"chr13-49641634-49642484","TRIM13",0.0695272569275356
"chr3-169813573-169814414","SEC62",0.0695271738920514
"chr1-25473430-25474269","LDLRAP1",0.069526438059605
"chr15-65818678-65819582","HACD3",0.0695240726949725
"chr10-69451049-69451916","HKDC1",0.0695164994211536
"chr4-36285893-36286806","ARAP2",0.0695147685678416
"chr1-54806985-54807903","LEXM",0.0695139947655083
"chr17-78154844-78155738","SYNGR2",0.0695107302664577
"chr12-116879428-116880235","HRK",0.0695052553011848
"chr10-69045305-69046177","HK1",0.0695022057046261
"chr11-46362841-46363723","PHF21A",0.0694978157216453
"chr9-89443929-89444796","SEMA4D",0.0694933670556428
"chr1-168503836-168504717","SFT2D2",0.0694913112813251
"chr1-67165941-67166835","IL23R",0.0694876243590827
"chr11-67211723-67212521","KDM2A",0.0694846935145123
"chr11-14451544-14452409","RRAS2",0.0694790761397545
"chr4-2281640-2282526","ZFYVE28",0.0694682843530764
"chr10-15208622-15209463","NMT2",0.0694641445538295
"chr1-22745869-22746760","EPHB2",0.0694611403237959
"chr5-74643063-74643900","HEXB",0.0694568482750111
"chr6-144722769-144723533","UTRN",0.0694521343258943
"chr1-63892750-63893622","ROR1",0.0694516526053154
"chr13-26557279-26558096","WASF3",0.0694459636862062
"chr6-24857985-24858872","CARMIL1",0.0694421283173757
"chr9-134059761-134060644","VAV2",0.0694348593288568
"chr14-54782606-54783524","LGALS3",0.0694292442626964
"chr20-9514135-9514968","LAMP5",0.0694247045066961
"chr16-57648788-57649621","ADGRG1",0.0694183239063358
"chr19-44845657-44846502","RELB",0.069417755619624
"chr6-158853017-158853878","EZR",0.0694155849995162
"chr7-139722995-139723804","KDM7A",0.0694088491589046
"chr11-65941022-65941956","FOSL1",0.069406345933173
"chr19-45455802-45456648","RELB",0.0694004492179311
"chr17-3916188-3917003","P2RX1",0.0694000866953483
"chr5-157177653-157178432","ITK",0.0693964380939971
"chr7-101411098-101412004","COL26A1",0.0693958918526916
"chr7-17227532-17228390","AHR",0.0693957250258738
"chr16-88976736-88977562","CBFA2T3",0.0693884517873858
"chr10-69065507-69066355","HK1",0.069387629937889
"chr6-32815671-32816454","HLA-DOA",0.0693860378255733
"chr20-48910158-48911053","ZNFX1",0.0693855065358417
"chr4-37865726-37866581","TBC1D1",0.0693814776277138
"chr10-69051071-69051901","DDX21",0.0693807295980832
"chr20-36974834-36975721","RBL1",0.0693795089318317
"chr12-54306977-54307800","NCKAP1L",0.0693698763623641
"chr20-32052476-32053252","PLAGL2",0.0693691368715113
"chr5-132293771-132294464","FNIP1",0.0693677267372501
"chr1-151827567-151828372","RORC",0.0693652352700131
"chr17-67359708-67360549","PITPNC1",0.0693573605388743
"chr6-167130775-167131613","CCR6",0.0693481325656437
"chr3-187044025-187044898","ST6GAL1",0.0693453146868518
"chr12-123222970-123223886","MPHOSPH9",0.0693306368725664
"chr12-52645161-52646077","KRT73",0.0693276410995935
"chr3-150888946-150889696","P2RY13",0.0693242093192975
"chr9-89529387-89530300","SEMA4D",0.069319085417239
"chr1-173570263-173571105","SLC9C2",0.0693105585856307
"chr11-954828-955622","CRACR2B",0.0693072607631591
"chr19-48872885-48873653","CD37",0.0693065964815843
"chr20-3328295-3329170","CDC25B",0.069302367423861
"chr19-51503228-51504161","SIGLEC5",0.0692927828192345
"chr2-69985467-69986372","ANXA4",0.0692899643536581
"chr7-22356653-22357446","AC002480.2",0.0692805899652091
"chr8-38962870-38963723","PLEKHA2",0.0692766652726579
"chr2-99140923-99141840","TSGA10",0.069274825016752
"chr11-60185009-60185884","STX3",0.0692702009878725
"chr19-54573467-54574229","LILRB2",0.0692663010198967
"chr9-87725753-87726638","CTSL",0.0692659591097932
"chr16-89719009-89719853","SPATA2L",0.069262417247735
"chr22-32531988-32532799","RFPL2",0.0692612833381949
"chr7-121302067-121302944","FAM3C",0.0692587252853907
"chr1-27631299-27632152","IFI6",0.0692580996099607
"chr2-105856577-105857538","UXS1",0.0692564533494267
"chr12-112140452-112141290","ALDH2",0.0692554810350256
"chr2-108786295-108787197","SH3RF3",0.0692552423117064
"chr4-121829129-121829599","CCNA2",0.0692499193874283
"chr15-90034992-90035544","ZNF710",0.0692487423562518
"chr14-103057121-103058034","TRAF3",0.0692446973840911
"chr3-52455051-52455953","SPCS1",0.0692362640570977
"chr17-28967107-28968033","UNC119",0.0692357931743002
"chr15-72117773-72118669","MYO9A",0.0692337012392747
"chr12-42631306-42632214","PRICKLE1",0.0692267628360967
"chr5-151208815-151209582","SLC36A1",0.0692140357838646
"chr19-56477323-56478237","ZNF667-AS1",0.069213835841633
"chr21-42653259-42654069","PDE9A",0.0692114470839321
"chr20-1489411-1490278","SIRPB1",0.0692093800163449
"chr6-47477401-47478246","CD2AP",0.0692064596974824
"chr1-109615598-109616502","GNAI3",0.0692044640760528
"chr1-245310809-245311689","EFCAB2",0.0692036127293107
"chr11-65418606-65419466","EHBP1L1",0.0691981051775746
"chr1-72635506-72636375","NEGR1",0.0691884096232031
"chr3-12458682-12459594","RAF1",0.0691760724293845
"chr9-125125832-125126740","SCAI",0.0691695473505633
"chr4-158809881-158810541","FNIP2",0.0691633507842195
"chr17-64009286-64010181","MILR1",0.0691617416585925
"chr1-28159324-28160124","THEMIS2",0.0691520906813595
"chr15-38042490-38043347","SPRED1",0.0691429082076144
"chr6-33018680-33019545","HLA-DQA2",0.0691318678674775
"chr9-113705138-113705988","RGS3",0.0691302656134657
"chr8-11538748-11539603","XKR6",0.0691282512396666
"chr5-95861063-95861977","ELL2",0.0691276398377976
"chr2-241508289-241509179","PASK",0.0691244036420593
"chr4-38780687-38781563","TMEM156",0.0691135977449181
"chr14-70655170-70656055","TTC9",0.0691125574568573
"chr7-2641152-2642019","SNX8",0.0691117557505676
"chr12-92569930-92570843","LINC01619",0.0691103619683472
"chr7-112081728-112082469","IFRD1",0.0691100667712661
"chr1-144551624-144552446","NBPF15",0.0691075251052878
"chr19-1252741-1253467","MIDN",0.069107299655122
"chr4-112185884-112186717","ALPK1",0.0690973805526695
"chr1-172358250-172359023","FASLG",0.0690971125544022
"chr11-65941022-65941956","AP5B1",0.0690843341545847
"chr17-74241249-74242141","CD300A",0.0690788869575813
"chr2-54271938-54272819","EML6",0.0690787113354202
"chr1-92962292-92963079","CCDC18-AS1",0.0690783198478922
"chr3-143293957-143294850","CHST2",0.0690756896636311
"chr12-10562122-10562947","KLRK1",0.0690690378254125
"chr16-53091666-53092475","CHD9",0.0690635686348844
"chr13-30156951-30157908","KATNAL1",0.0690619515474127
"chr15-38665346-38666154","RASGRP1",0.0690617589101042
"chr21-42524367-42525277","SLC37A1",0.0690605352042341
"chr9-297162-297985","CBWD1",0.0690581072108783
"chr8-23541152-23542010","SLC25A37",0.069040884900261
"chr6-11497025-11497683","NEDD9",0.0690362831688534
"chr8-66112855-66113699","MTFR1",0.0690345919752072
"chr2-204000390-204001123","ICOS",0.0690282272529593
"chr11-1785750-1786646","CTSD",0.0690263074981936
"chr17-43749477-43750335","PYY",0.0690231741364449
"chr20-48827667-48828582","PREX1",0.0690197098552467
"chr12-108821926-108822637","CORO1C",0.0690168103258018
"chr11-2933065-2933914","OSBPL5",0.069016034751873
"chr15-68559321-68560222","CORO2B",0.069014336741774
"chr12-8953711-8954643","KLRG1",0.0690107916125877
"chr2-164991532-164992322","SCN3A",0.0690018762204641
"chr6-26216390-26217260","HIST1H4C",0.068998530814265
"chr2-66433074-66433738","MEIS1",0.0689973483560747
"chr7-121328526-121329299","FAM3C",0.0689923167037553
"chr7-102286343-102287150","ORAI2",0.0689803426041043
"chr12-10671953-10672886","KLRC4",0.0689787706591218
"chr1-8969646-8970321","CA6",0.0689780529498509
"chr10-8473052-8473850","GATA3",0.068967020876522
"chr12-54385199-54385514","ZNF385A",0.06896649634374
"chr16-81843544-81844397","PLCG2",0.0689607291499948
"chr1-174159021-174159896","KLHL20",0.0689595058631489
"chr1-226110545-226110899","ACBD3",0.0689547598169992
"chr6-35048350-35049206","ANKS1A",0.0689543983015505
"chr7-100365369-100366245","ZCWPW1",0.0689540408958896
"chr13-30744025-30744933","LINC00426",0.0689412438642057
"chr14-68971489-68972226","ACTN1",0.0689383971931635
"chr17-5612178-5612908","SCIMP",0.0689346326176407
"chr1-158285514-158286432","CD1C",0.0689322644626586
"chr3-32026342-32027233","ZNF860",0.0689288931732374
"chr16-58126736-58127610","CFAP20",0.0689260608915865
"chr2-203704889-203705602","ICOS",0.0689254843935787
"chr1-144412076-144412996","NBPF15",0.068916703785439
"chr11-2533717-2534434","CDKN1C",0.0689120166618806
"chr22-25564379-25565269","GRK3",0.0689116146895576
"chr15-88639871-88640662","ISG20",0.0689100838140173
"chr1-245054088-245054964","HNRNPU",0.0689061811229926
"chr10-62050790-62051671","RTKN2",0.0688971619546042
"chr9-36993650-36994557","EBLN3P",0.0688931476043475
"chr2-71466315-71467204","DYSF",0.0688868470216771
"chr4-157991977-157992880","TMEM144",0.0688827996940839
"chr11-60185009-60185884","MS4A14",0.0688825702720317
"chr17-7579041-7579956","ASGR1",0.0688805272176085
"chr20-63736053-63736922","PPDPF",0.0688764566984891
"chr12-128782847-128783781","SLC15A4",0.0688730993319918
"chr4-39166002-39166827","SMIM14",0.0688701579430864
"chr17-50640577-50641470","ABCC3",0.0688564502834279
"chr3-43695312-43696143","ABHD5",0.0688502040394179
"chr2-64731633-64732425","ACTR2",0.0688484281234645
"chr16-74608702-74609601","GLG1",0.0688158533388291
"chr13-110665444-110666279","RAB20",0.0688134400053714
"chr19-11092743-11093523","LDLR",0.0688097737113033
"chr3-53242410-53243312","TKT",0.0688074976564801
"chr8-60916211-60917131","AC022182.1",0.0688017637830601
"chr4-15961557-15962470","CD38",0.0687968947721963
"chr2-231393268-231394099","NMUR1",0.0687960389923459
"chr15-65185005-65185888","HACD3",0.0687919015761633
"chr6-90314193-90314898","BACH2",0.0687912587038988
"chr3-57983515-57984409","ARF4",0.0687831082829711
"chr3-15287328-15288226","EAF1",0.0687786849648033
"chr17-64344018-64344905","MILR1",0.0687756870582674
"chr17-7132584-7133341","TNFSF13",0.0687646153348243
"chr2-28463639-28464525","FOSL2",0.06875147617109
"chrX-103310539-103311390","BEX2",0.0687454346986515
"chr1-17066541-17067425","PADI4",0.0687415854779453
"chr11-88435136-88436021","CTSC",0.0687351227937801
"chr12-10410999-10411904","KLRC2",0.0687310979429144
"chr6-33904378-33904958","ITPR3",0.0687273386364094
"chr17-65523157-65524066","AXIN2",0.0687153872163491
"chr17-21130876-21131748","MAP2K3",0.0687134652995491
"chr17-50950190-50951118","ABCC3",0.0687071961634789
"chr15-79004175-79005054","CTSH",0.0687026043068505
"chr2-217943513-217944222","SLC11A1",0.0687006410306377
"chr6-137148433-137149292","MAP3K5",0.0687005656830434
"chr6-69886938-69887733","LMBRD1",0.0686949284996743
"chr2-113376554-113377401","CBWD2",0.0686937207386883
"chr1-21317057-21317962","EIF4G3",0.0686838170162322
"chr11-2987763-2988612","NAP1L4",0.0686800823638859
"chr3-114427954-114428768","CCDC191",0.0686793151555491
"chr19-18392179-18393099","JUND",0.0686735117695577
"chr12-8540623-8541526","CLEC4D",0.0686731704664994
"chr3-50340479-50341404","RASSF1",0.0686719514222272
"chr19-1660855-1661760","TCF3",0.0686690388890522
"chr17-68602814-68603694","WIPI1",0.0686634092848026
"chr1-156126928-156127776","LMNA",0.0686605638803636
"chr10-8059894-8060723","GATA3",0.0686602753287616
"chr9-127396522-127397436","SH2D3C",0.0686599930848832
"chr7-100169148-100169790","GAL3ST4",0.068659853367751
"chr11-65915387-65916207","NEAT1",0.0686567266219511
"chr9-113187813-113188747","SLC46A2",0.068656209465736
"chr6-33017502-33018140","HLA-DPB1",0.0686558151893449
"chr2-152407042-152407917","FMNL2",0.0686510938529045
"chr4-55538847-55539635","NMU",0.0686486971422725
"chr2-70766800-70767549","ADD2",0.0686464356419148
"chr19-34997001-34997824","GRAMD1A",0.0686399990747361
"chr12-57129582-57130499","STAT6",0.0686324847715549
"chr7-44631108-44632030","PPIA",0.0686079772149175
"chr12-10558958-10559849","KLRD1",0.0686036728059901
"chr6-132736110-132736906","VNN3",0.0686009268918383
